review_id,source,created_date,review_content,rating,author_masked,product_category
PLAY_navershopping_000000,google_play,2026-02-07,메인 피드로 더러워지자마자 삭제함,1,B*****,네이버쇼핑
PLAY_navershopping_000003,google_play,2026-02-07,돼는게 별로 없고 검색이 안 돼요,1,이**,네이버쇼핑
PLAY_navershopping_000004,google_play,2026-02-07,페이 포인트등록 찾기 너무 어렵네요 나이많은 저는 찾기가 이렇게 힘들어서야 잘보이게끔 해놓으셔야죠,2,광***,네이버쇼핑
PLAY_navershopping_000005,google_play,2026-02-07,하단 툴바 설정하는 기능이 사라졌다고요? 네이버앱에서 제일 좋아하는 기능이었는데요... 긴 글을 읽을 때 페이지 내 찾기를 하려니 엄청 번거로워졌네요,1,김**,네이버쇼핑
PLAY_navershopping_000006,google_play,2026-02-07,"네이버 인증 초과라고 뜸.. 개빡쳐;;,",1,김**,네이버쇼핑
PLAY_navershopping_000007,google_play,2026-02-06,네이버어플 무한 로딩 안넘어감 다른사이트 경유해서하면 넘어가는데 어플이 문제임,1,나**,네이버쇼핑
PLAY_navershopping_000008,google_play,2026-02-06,바로가기 있는데 쓸데없어 최근 만들어서 동작을 추가하게 만듬 누구생각 인지 한심 쓸데마다 추가 동작을 귀찮게 만듬 짜증,1,S*******,네이버쇼핑
PLAY_navershopping_000009,google_play,2026-02-06,"쇼핑이 대부분 해외배송 , 필터링도 제대로 안됨, 네이버가 직구 쇼핑 사이트가 된것같음. 그리고 앱이 너무 느림. 2단계 인증은 왜 앱 알림만 되나요? 업데이트 해도 알림 안와서 못들어감.",1,청*,네이버쇼핑
PLAY_navershopping_000010,google_play,2026-02-06,네이버증권이 간편하고 단순해서 좋았는데 너무 난잡하고 보기 어려워졌네요,3,정**,네이버쇼핑
PLAY_navershopping_000011,google_play,2026-02-06,앱 업데이트하고 나서 2차 인증해도 로그인 실패가 떠요. 왜 그러죠?,3,루***,네이버쇼핑
PLAY_navershopping_000012,google_play,2026-02-06,"인터넷서핑 중 맨 밑줄에서 선택적으로 아이콘? Keep 나 홈 화면에 추가, 뒤로가기, 앞으로 가기 등 바로가기를 사용자가 직접 편집해서 사용 할수 있어서 편리했는데 왜 이기능을 없앴을 까요??? 인터넷서핑 중 Keep로 들어가려면 맨밑 우측 = 를 눌러 바로가기 눌러 Keep 로 들어가야 하는 등 두번 더 들어 가야 하는 번거러움이 많아졌어요 ㅠㅠ 좋은 기능으로 생각했는데 아쉽네요. ●그리고 Keep 목록에서 밑으로 스와이프시 화면이 멈추는 현상이 있어요. 이 증상은 몇년 된거 같네요.",1,김**,네이버쇼핑
PLAY_navershopping_000013,google_play,2026-02-05,날씨는 대체 어디서 받아오는지 아침뉴스 하고도 틀리고 자체 시간대별 아래위가 다르니,1,주*****,네이버쇼핑
PLAY_navershopping_000014,google_play,2026-02-05,와... 이거 설치 안한 사람이 이해가 안됄 지경임.,5,J**********,네이버쇼핑
PLAY_navershopping_000015,google_play,2026-02-05,"며칠전부터 갑자기 로그인 보호조치 무한반복중. 매일 여러번씩 비번을 바꾸면서 네이버써야하나? 뭐하는짓인지. 스스로 자괴감듬. 탈팡하고 네이버페이 메인으로 사용할라도 했는데 로그인이 안됨;; 내 폰, 내 노트북으로 내가 접속하는데 block됨. 로그아웃 후 다시 접속하면 block. 로그아웃 하면 잠기게 되어있나? 황당. 고객센터 문의도 안됨. 아놔. 챗봇 무한 돌림노래 진짜 이제 화남.",1,김*,네이버쇼핑
PLAY_navershopping_000016,google_play,2026-02-05,네이버 자동 입력 방지문자 문제는 좀 어떻게 해결 할 수 없나요 급한 메일이 와서 확인해야 하는데 다 막히면 뭐 어쩌자는거죠 이렇게 할 거였으면 왜.앱을 만드셨는지...;;;,1,박**,네이버쇼핑
PLAY_navershopping_000017,google_play,2026-02-05,광고에 ㅁ1친거같음,1,나*,네이버쇼핑
PLAY_navershopping_000018,google_play,2026-02-05,다 괜찮은데 왜 네이버페이 알림을 네이버를 통해 띄워요? 항상 알림 떠서 들어가면 네이버페이로 기능 실행하라고 리다이렉트하는데 이 동선이 엄청 불편해요. 그냥 네이버페이로 알림 수신하면 바로 네이버페이로 접근하잖아요. 팻이라든가... 아님 그냥 네이버 앱에 네이버페이앱 기능도 통합 제공해도 되고요.,4,말***,네이버쇼핑
PLAY_navershopping_000019,google_play,2026-02-04,"검색기록, 검색추천 끄는 기능 다시 만들어주세요. 기능 만들어지기 전까지 이제 사용 안합니다",1,_**,네이버쇼핑
PLAY_navershopping_000020,google_play,2026-02-04,알리서 환불된거 제대로 안주고 뭐하자는거?,1,백**,네이버쇼핑
PLAY_navershopping_000021,google_play,2026-02-04,너무 깔끔하게 잘되어있습니다,5,최**,네이버쇼핑
PLAY_navershopping_000022,google_play,2026-02-04,홈피드를 아예 볼 수 없게 하는 설정이 있으면 좋겠습니다.,3,이**,네이버쇼핑
PLAY_navershopping_000023,google_play,2026-02-04,갑자기 왜 검색을 하면 사이트로 가는 주소가 안 뜨고 관련 광고가 뜨는거죠? 심지어 밑으로 스크롤 해도 안 뜨는데 제발 좀 고쳐주세요,1,ᄇ**,네이버쇼핑
PLAY_navershopping_000024,google_play,2026-02-03,클립 알림 껐는데 왜 자꾸 뜨는겨,3,G****,네이버쇼핑
PLAY_navershopping_000026,google_play,2026-02-03,직관성 최악 브라우저로써 자격 없음,1,버**,네이버쇼핑
PLAY_navershopping_000028,google_play,2026-02-03,아주 아주 훌륭해요,5,김**,네이버쇼핑
PLAY_navershopping_000029,google_play,2026-02-03,otp설정하려고 인증보내고 예 누르면 계속 팅김 otp 하지말라는건가 왜 2단계인증 기기 변경이 안되나요 진짜 울화통,1,H***,네이버쇼핑
PLAY_navershopping_000030,google_play,2026-02-03,최악입니다 업데이트 왜한겁니까??,1,수****,네이버쇼핑
PLAY_navershopping_000031,google_play,2026-02-03,2단계 로그인 설정이 아무리 해도 안되서 고객센터 전화했더니 챗봇으로 상담하라고만 하고 챗봇은 또 FAQ만 보라하고 진짜 답답해 디질거 같음 계속 유효시간 초과라고 뜨는데 진짜 오자마자 봐도 그모양임 이럴거면 2단계 인증 왜 만든거임?,1,S***,네이버쇼핑
PLAY_navershopping_000032,google_play,2026-02-03,필수 선택 구분 안하면 울며 겨자먹기로 켜는게 아니라 그냥 너네를 안 써요. ' 네이버앱 설정>알림수신설정>서비스별 설정에서 플러스스토어 푸시알림 전부 토글 off 했는데도 여전히 광고 푸시 알림이 계속 떠요. off를 해도 알림 설정이 제 기능을 하지 않습니다. 아예 모든 알림이 뜨지 않게 하거나 아니면 다 받아야하는데 이럴거면 항목별 알림설정은 왜 있는 건지 모르겠어요 배송알림은 또 받아야해서 폰 자체 설정으로 알림을 못 뜨게 할 수도 없고 이용하기 너무 불편합니다. 고쳐주세요,1,d***,네이버쇼핑
PLAY_navershopping_000034,google_play,2026-02-03,너무 느려요. 크롬이 더 빠름. 앱에 광고 심었나요?,1,김**,네이버쇼핑
PLAY_navershopping_000035,google_play,2026-02-03,네이버 삼선 메뉴 업데이트 후 매우 불편합니다. 기존에 이미 고정 메뉴로 자주쓰는 메뉴를 제가 설정하여 맨 위에 뜨도록 만들었는데 왜 최근 자주쓰는 메뉴라며 추가로 메뉴가 떠서 제가 설정한것들이 더 아래로 내려가나요? 그냥 최근에 들어갔을뿐이고 더 들어갈 생각이없는데 삭제해야하고 너무너무 불편합니다. 더 편리하게라고 하셨는데 더 불편하게 가 맞는 것 같아요. 이번 업데이트는 사용자가 뭔가를 덜 클릭하게해야하는데 더 클릭하게 만드는 업데이트입니다.,2,H************,네이버쇼핑
